Código de Barras;Tipo de Produto;Descrição;Preço de Custo;Preço Venda Varejo;Preço Venda Atacado;Quantidade Mínima Atacado;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque mínimo;Quantidade em Estoque;Marca;Modelo;Código Balança;Código Interno;Tags;Tipo;NCM;CFOP;ORIGEM;CEST;Categoria PDV;Botão PDV;Categoria na Loja Virtual;Subcategoria na Loja Virtual;Nome na Loja Virtual;Preço De;Preço Por;Altura (cm);Largura (cm);Profundidade (cm);Peso (Kg);Descrição do Produto;Garantia;Itens Inclusos;Especificações
7899360232236;Produto;Lenços Demaquilantes Coconut Fenzza;4,5;10;0;0;Unidade;Sim;Maquiagem;Lenço Demaquilante;Sim;1;0;Fenzza;;;;;Mercadoria para Revenda;48182000;5102;0;2004400;;;Maquiagem;Lenço Demaquilante;Lenços Demaquilantes Coconut Fenzza;0;10;0;0;0;0;;;;
7898281133967;Produto;Lenços para Depilação Depila Fácil Ntflex;3,79;10;0;0;Unidade;Sim;Corpo;Cera Depilatória;Sim;1;11;Depil Bella;;;;;Mercadoria para Revenda;48182000;5102;0;2004400;;;Corpo;Cera Depilatória;Lenços para Depilação Depila Fácil Ntflex;0;10;0;0;0;0;;;;
2000000000432;Produto;Lenço Facial Demaquilantes Ruby Rose 8681554621372;4,5;10;0;0;Unidade;Sim;Maquiagem;Lenço Demaquilante;Sim;1;0;Ruby Rose;;;;;Mercadoria para Revenda;48182000;;0;2004400;;;Maquiagem;Lenço Demaquilante;Lenço Facial Demaquilantes Ruby Rose 8681554621372;0;10;0;0;0;0;;;;
7899360241917;Produto;Lenços Umedecido Galato Beauty Fenzza;5;10;0;0;Unidade;Sim;Maquiagem;Lenço Demaquilante;Sim;1;0;Fenzza;;;;;Mercadoria para Revenda;48182000;;0;2004400;;;Maquiagem;Lenço Demaquilante;Lenços Umedecido Galato Beauty Fenzza;0;10;0;0;0;0;;;;
7899575904072;Produto;Lenços Demaquilantes Peach Clean Dapop;4,5;10;0;0;Unidade;Sim;Maquiagem;Lenço Demaquilante;Sim;1;1;Dapop;;;;;Mercadoria para Revenda;48182000;;0;2004400;;;Maquiagem;Lenço Demaquilante;Lenços Demaquilantes Peach Clean Dapop;0;10;0;0;0;0;;;;
7899575903860;Produto;Lenços Demaquilantes Antioxidante Vitamina C Dapop;4,5;10;0;0;Unidade;Sim;Maquiagem;Lenço Demaquilante;Sim;1;2;Dapop;;;;;Mercadoria para Revenda;48182000;;0;2004400;;;Maquiagem;Lenço Demaquilante;Lenços Demaquilantes Antioxidante Vitamina C Dapop;0;10;0;0;0;0;;;;
8809058410135;Produto;Cotonete 100 uni Importado;4;8;0;0;Unidade;Sim;Variedade;Cotonete;Sim;1;2;Importado;;;;;Mercadoria para Revenda;56012190;5102;2;2005100;;;Variedade;Cotonete;Cotonete 100 uni Importado;0;8;0;0;0;0;;;;
2000000000052;Produto;PAD Gel 1 Par;0,12;1;0;0;Unidade;Sim;Variedade;Pálpebra;Sim;1;1;;;;;;Mercadoria para Revenda;56039290;5102;0;2005200;;;Variedade;Pálpebra;PAD Gel 1 Par;0;1;0;0;0;0;;;;
2000000000342;Produto;Protetor de Seio 7801120001020;2;6;0;0;Unidade;Sim;Acessório;Protetor de Ceio;Sim;1;5;Importado;;;;;Mercadoria para Revenda;56039290;5102;0;2005200;;;Acessório;Protetor de Ceio;Protetor de Seio 7801120001020;0;6;0;0;0;0;;;;
2000000000125;Produto;STB Boob Lady;10;20;0;0;Unidade;Sim;Acessório;Protetor de Ceio;Sim;1;0;Importado;;;;;Mercadoria para Revenda;56039290;5102;2;2005200;;;Acessório;Protetor de Ceio;STB Boob Lady;0;20;0;0;0;0;;;;
2000000000191;Produto;Protetor de Seio Silicone;4;10;0;0;Unidade;Sim;Acessório;Protetor de Ceio;Sim;1;1;Importado;;;;;Mercadoria para Revenda;56039290;5102;2;2005200;;;Acessório;Protetor de Ceio;Protetor de Seio Silicone;0;10;0;0;0;0;;;;
6522223502511;Produto;Kit Pinça para Sobrancelha Importado;5,5;10;0;0;Unidade;Não;Cílios;Pinça;Sim;1;5;Importado;;;;;Mercadoria para Revenda;82032090;5102;2;2005300;;;Cílios;Pinça;Kit Pinça para Sobrancelha Importado;0;10;0;0;0;0;;;;
6924372697276;Produto;Modelador de Sobrancelhas Charming Brow Soap Lua&Neve;4;10;0;0;Unidade;Sim;Sobrancelha;Modelador;Sim;1;3;Lua&Neve;;;;;Mercadoria para Revenda;82032090;5102;2;2005300;;;Cílios;Modelador;Modelador de Sobrancelhas Charming Brow Soap Lua&Neve;0;10;0;0;0;0;;;;
6954581121651;Produto;Kit Pinça para Sobrancelha Importado;6;15;0;0;Unidade;Sim;Cílios;Pinça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82032090;5102;2;2005300;;;Cílios;Pinça;Kit Pinça para Sobrancelha Importado;0;15;0;0;0;0;;;;
6955253252529;Produto;Kit para Sobrancelha Importado;6;10;0;0;Unidade;Sim;Variedade;Sobrancelha;Sim;1;1;Importado;;;;;Mercadoria para Revenda;82032090;5102;2;2005300;;;Variedade;Sobrancelha;Kit para Sobrancelha Importado;0;10;0;0;0;0;;;;
6956726822942;Produto;Navalha de Sobrancelha 6 PCs;3,79;10;0;0;Unidade;Sim;Sobrancelha;Navalha;Sim;1;2;Importado;;;;;Mercadoria para Revenda;82032090;5102;0;2005300;;;Sobrancelha;Navalha;Navalha de Sobrancelha 6 PCs;0;10;0;0;0;0;;;;
6987645574124;Produto;Modelador de Cílios Importado;3,5;10;0;0;Unidade;Sim;Cílios;Modelador;Sim;1;4;Importado;;;;;Mercadoria para Revenda;82032090;5102;2;2005300;;;Cílios;Modelador;Modelador de Cílios Importado;0;10;0;0;0;0;;;;
7890001227055;Produto;Pinça para Cílios FN;4;10;0;0;Unidade;Sim;Cílios;Pinça;Sim;1;10;Dafu;;;;;Mercadoria para Revenda;82032090;5102;2;2005300;;;Cílios;Pinça;Pinça para Cílios FN;0;10;0;0;0;0;;;;
7908224344555;Produto;Pinça Sobrancelha em Aço Inox;0,55;3;0;0;Unidade;Sim;Sobrancelha;Pinça;Sim;1;16;Importado;;;;;Mercadoria para Revenda;82032090;5102;0;2005300;;;Sobrancelha;Pinça;Pinça Sobrancelha em Aço Inox;0;3;0;0;0;0;;;;
7890001427059;Produto;Pinça para Cílios Importado;4;10;0;0;Unidade;Sim;Cílios;Pinça;Sim;1;4;Dafu;;;;;Mercadoria para Revenda;82032090;5102;2;2005300;;;Cílios;Pinça;Pinça para Cílios Importado;0;10;0;0;0;0;;;;
2000000000440;Produto;Kit Navalha de Sobrancelha 6945114669016;1,5;5;0;0;Unidade;Sim;Sobrancelha;Navalha;Sim;1;7;Importado;;;;;Mercadoria para Revenda;82032090;;0;2005300;;;Sobrancelha;Navalha;Kit Navalha de Sobrancelha 6945114669016;0;5;0;0;0;0;;;;
2000000000305;Produto;Navalha de Sobrancelha 6 PCs 8801038123097;3,79;10;0;0;Unidade;Sim;Sobrancelha;Navalha;Sim;1;13;Importado;;;;;Mercadoria para Revenda;82032090;5102;2;2005300;;;Sobrancelha;Navalha;Navalha de Sobrancelha 6 PCs 8801038123097;0;10;0;0;0;0;;;;
2000000000239;Produto;Kit Pinça para Sobrancelha Importado 502511;5,5;10;0;0;Unidade;Sim;Cílios;Pinça;Sim;1;5;Importado;;;;;Mercadoria para Revenda;82032090;5102;2;2005300;;;Cílios;Pinça;Kit Pinça para Sobrancelha Importado 502511;0;10;0;0;0;0;;;;
6971326328886;Produto;Modelador de Cílios Importado;0;10;0;0;Unidade;Sim;Cílios;Modelador;Sim;1;1;Importado;;;;;Mercadoria para Revenda;82032090;5102;2;2005300;;;Cílios;Modelador;Modelador de Cílios Importado;0;10;0;0;0;0;;;;
8997217146060;Produto;Kit Pinças para Sobrancelha Mixueer Importado;5,17;10;0;0;Unidade;Sim;Variedade;Sobrancelha;Sim;1;2;Importado;;;;;Mercadoria para Revenda;82032090;5102;2;2005300;;;Variedade;Sobrancelha;Kit Pinças para Sobrancelha Mixueer Importado;0;12;0;0;0;0;;;;
2000000000326;Produto;Kit Alicate de Unha com 2 Cortadores de Unha 6951548951122;4,5;10;0;0;Unidade;Sim;Unha;Alicate;Sim;1;3;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Alicate;Kit Alicate de Unha com 2 Cortadores de Unha 6951548951122;0;10;0;0;0;0;;;;
2000000000327;Produto;Alicate de Unha Aoyasiyue 6972613449771;5;10;0;0;Unidade;Sim;Unha;Alicate;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Alicate;Alicate de Unha Aoyasiyue 6972613449771;0;10;0;0;0;0;;;;
2000000000351;Produto;Unha Postiça 100 Tips Merzerra;5,5;11;0;0;Unidade;Sim;Unha;Postiça;Sim;1;2;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça 100 Tips Merzerra;0;11;0;0;0;0;;;;
2000000000446;Produto;Kit Esponja 7890000106597;5;10;0;0;Unidade;Sim;Maquiagem;Esponja;Sim;1;22;Sabrina Sato;;;;;Mercadoria para Revenda;82142000;;2;2005500;;;Maquiagem;Esponja;Kit Esponja 7890000106597;0;10;0;0;0;0;;;;
2000000000418;Produto;Espelho de Mão Stitch;3;7;0;0;Unidade;Sim;Acessório;Espelho;Sim;1;16;Importado;;;;;Mercadoria para Revenda;82142000;;2;2005500;;;Acessório;Espelho;Espelho de Mão Stitch;0;7;0;0;0;0;;;;
2000000000377;Produto;Unha Postiça Infantil Love 12 Peças 6986487511038;2,91;6;0;0;Unidade;Sim;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça Infantil Love 12 Peças 6986487511038;0;6;0;0;0;0;;;;
2000000000378;Produto;Unha Postiça Infantil Love 12 Peças 8955155840075;2,91;6;0;0;Unidade;Sim;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça Infantil Love 12 Peças 8955155840075;0;6;0;0;0;0;;;;
2000000000379;Produto;Unha Postiça Infantil Love 12 Peças 8955155840129;2,91;6;0;0;Unidade;Sim;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça Infantil Love 12 Peças 8955155840129;0;6;0;0;0;0;;;;
2000000000380;Produto;Unha Postiça Infantil Love 12 Peças 6986487511069;2,91;6;0;0;Unidade;Sim;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça Infantil Love 12 Peças 6986487511069;0;6;0;0;0;0;;;;
2000000000381;Produto;Unha Postiça Infantil Love 12 Peças 8955155840082;2,91;6;0;0;Unidade;Sim;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça Infantil Love 12 Peças 8955155840082;0;6;0;0;0;0;;;;
7897169201354;Produto;ESPÁTULA DUPLA DE INOX SANTA CLARA;6,5;10;0;0;Unidade;Sim;Unha;Espátola;Sim;1;3;Santa Clara;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;;;;;ESPÁTULA DUPLA DE INOX SANTA CLARA;0;10;0;0;0;0;;;;
2000000000346;Produto;Kit Esponja 6926641001241;4;10;0;0;Unidade;Sim;Maquiagem;Esponja;Sim;1;4;Sabrina Sato;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Maquiagem;Esponja;Kit Esponja 6926641001241;0;10;0;0;0;0;;;;
2000000000215;Produto;Kit Esponja Mini Importado;2;5;0;0;Unidade;Sim;Maquiagem;Esponja;Sim;1;5;Sabrina Sato;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Maquiagem;Esponja;Kit Esponja Mini Importado;0;5;0;0;0;0;;;;
2000000000396;Produto;Espelho de Mesa 6921254910362;6;10;0;0;Unidade;Sim;Acessório;Espelho;Sim;1;1;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Acessório;Espelho;Espelho de Mesa 6921254910362;0;10;0;0;0;0;;;;
7890195100059;Produto;Lixa para Unhas Mandala;1,66;4;0;0;Unidade;Sim;Unha;Lixa;Sim;1;1;Santa Clara;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;UNHA;Lixa Mandala;Unha;Lixa;Lixa para Unhas Mandala;0;4;0;0;0;0;;;;
2000000000481;Produto;Kit Esponja 6920221284123;5;10;0;0;Unidade;Sim;Maquiagem;Esponja;Sim;1;10;Sabrina Sato;;;;;Mercadoria para Revenda;82142000;;2;2005500;;;Maquiagem;Esponja;Kit Esponja 6920221284123;0;10;0;0;0;0;;;;
2000000000472;Produto;Unha Postiça Infantil Love 12 Peças 8433751156412;3,5;7;0;0;Unidade;Sim;Unha;Postiça;Sim;1;12;Importado;;;;;Mercadoria para Revenda;82142000;;2;2005500;;;Unha;Postiça;Unha Postiça Infantil Love 12 Peças 8433751156412;0;7;0;0;0;0;;;;
2000000000461;Produto;Kit Esponja Dafu 6938880000886;5;10;0;0;Unidade;Sim;Maquiagem;Esponja;Sim;1;6;Sabrina Sato;;;;;Mercadoria para Revenda;82142000;;2;2005500;;;Maquiagem;Esponja;Kit Esponja Dafu 6938880000886;0;10;0;0;0;0;;;;
6210535007809;Produto;Adesivo para Unha 3D Real Love;2;4,5;0;0;Unidade;Sim;Unha;Adesivo Unha;Sim;1;0;Real Love;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;;;Unha;Adesivo Unha;ADESIVO PARA UNHA 3D REAL LOVE;0;4,5;0;0;0;0;;;;
2000000000043;Produto;Espelho de Mão 2 em 1 Importado;4,92;10;0;0;Unidade;Sim;Acessório;Espelho;Sim;1;3;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Acessório;Espelho;Espelho de Mão 2 em 1 Importado;0;10;0;0;0;0;;;;
2000000000013;Produto;Unha Postiça Yazj Mj;0;6;0;0;Unidade;Sim;Unha;Postiça;Sim;1;1;Importado;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;;;Unha;Postiça;Unha Postiça Yazj Mj;0;6;0;0;0;0;;;;
2000000000203;Produto;Unha Postiça Sabrina Sato;1,25;3;0;0;Unidade;Sim;Unha;Postiça;Sim;1;10;Sabrina Sato;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;;;Unha;Postiça;Unha Postiça Sabrina Sato;0;3;0;0;0;0;;;;
2000000000333;Produto;Kit Esponja com Faixa para Maquiagem Kiss Lovely 6926641036939;8,33;15;0;0;Unidade;Sim;Variedade;Face;Sim;1;1;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Variedade;Face;Kit Esponja com Faixa para Maquiagem Kiss Lovely 6926641036939;0;15;0;0;0;0;;;;
6972613440556;Produto;Alicate de Unha Bei Bei;6;10;0;0;Unidade;Sim;Unha;Alicate;Sim;1;8;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Alicate;Alicate de Unha Bei Bei;0;10;0;0;0;0;;;;
6900000336618;Produto;Unha Postiça Mey;0;10;0;0;Unidade;Sim;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;;;Unha;Postiça;Unha Postiça Mey;0;10;0;0;0;0;;;;
2000000000334;Produto;Kit Esponja Sweet Beauty 6926641009339;6,75;10;0;0;Unidade;Sim;Maquiagem;Esponja;Sim;1;1;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Maquiagem;Esponja;Kit Esponja Sweet Beauty 6926641009339;0;10;0;0;0;0;;;;
7890036410132;Produto;Unha Postiça 100 Tips Girl;4,5;10;0;0;Unidade;Sim;Unha;Postiça;Sim;1;6;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça 100 Tips Girl;0;10;0;0;0;0;;;;
2000000000181;Produto;Pedras para Decoração de Carnaval;4;8;0;0;Unidade;Sim;Unha;Adesivo Unha;Sim;1;0;Real Love;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Adesivo Unha;Pedras para Decoração de Carnaval;0;8;0;0;0;0;;;;
6955123600016;Produto;Unha Postiça Navy + Care Importado;2,55;8;0;0;Unidade;Sim;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça Navy + Care Importado;0;8;0;0;0;0;;;;
619205881569;Produto;Unha Postiça 100 Tips Real Love;5,5;10;0;0;Unidade;Sim;Unha;Postiça;Sim;1;1;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça 100 Tips Real Love;0;10;0;0;0;0;;;;
2000000000267;Produto;Kit Unha Postiça Kids 8955155878047;3;6;0;0;Unidade;Sim;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Kit Unha Postiça Kids 8955155878047;0;6;0;0;0;0;;;;
6915632568429;Produto;Kit Esponja Importado;4;10;0;0;Unidade;Sim;Maquiagem;Esponja;Sim;1;11;Sabrina Sato;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Maquiagem;Esponja;Kit Esponja Importado;0;10;0;0;0;0;;;;
6955123100011;Produto;Cortador de Unha Atomo;2,17;5;0;0;Unidade;Sim;Unha;Cortador;Sim;1;4;Atomo;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;;;Unha;Cortador;Cortador de Unha Atomo;0;5;0;0;0;0;;;;
2000000000429;Produto;Kit Esponja 6926641001203;5;10;0;0;Unidade;Sim;Maquiagem;Esponja;Sim;1;9;Sabrina Sato;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Maquiagem;Esponja;Kit Esponja 6926641001203;0;10;0;0;0;0;;;;
7890016401136;Produto;Unha Postiça 100 Tips Zem;4,5;10;0;0;Unidade;Não;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça 100 Tips Zem;0;10;0;0;0;0;;;;
2000000000118;Produto;Kit Esponja Sabrina Sato;8;15;0;0;Unidade;Sim;Maquiagem;Esponja;Sim;1;2;Sabrina Sato;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;;;Maquiagem;Esponja;Kit Esponja Sabrina Sato;0;15;0;0;0;0;;;;
7897861937025;Produto;Unhas Postiças 12 Uni Sabrina Sato;4,5;10;0;0;Unidade;Sim;Unha;Postiça;Sim;1;0;Sabrina Sato;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;;;Unha;Postiça;Unhas Postiças 12 Uni Sabrina Sato;0;10;0;0;0;0;;;;
2000000000108;Produto;Lixa Bumerang Opi;1,15;4;0;0;Unidade;Sim;Unha;Lixa;Sim;1;41;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;UNHA;Lixa OPI;Unha;Lixa;Lixa Bumerang Opi;0;4;0;0;0;0;;;;
7822295407233;Produto;Unha Postiça 100 Nails;5,5;10;0;0;Unidade;Não;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça 100 Nails;0;10;0;0;0;0;;;;
2000000000101;Produto;Cortador de Unha Postiça Importado;4;10;0;0;Unidade;Sim;Unha;Cortador;Sim;1;1;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Cortador;Cortador de Unha Postiça Importado;0;10;0;0;0;0;;;;
7897169241305;Produto;Lixa para Unhas Santa Clara;0,1;0,5;0;0;Unidade;Sim;Unha;Lixa;Sim;1;48;Santa Clara;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;UNHA;Lixa R$ 0,50;Unha;Lixa;Lixa para Unhas Santa Clara;0;0,5;0;0;0;0;;;;
7898144121629;Produto;Palito para Unhas;0,21;0,5;0;0;Unidade;Sim;Unha;Palito;Sim;1;46;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;UNHA;Palito para Unhas;Unha;Palito;Palito para Unhas;0;0,5;0;0;0;0;;;;
6906723001475;Produto;Unha Postiça 100 PCS New Quality;5,5;10;0;0;Unidade;Não;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça 100 PCS New Quality;0;10;0;0;0;0;;;;
2000000000309;Produto;Lixa para Pé Ortolixa 7972200700062;2,16;5;0;0;Unidade;Sim;Variedade;Lixa para Pé;Sim;1;12;Importado;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;;;Variedade;Lixa para Pé;Lixa para Pé Ortolixa 7972200700062;0;5;0;0;0;0;;;;
7892692834635;Produto;Unha Postiça Autocolantes Sabrina Sato;4,5;10;0;0;Unidade;Sim;Unha;Postiça;Sim;1;0;Sabrina Sato;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;;;Unha;Postiça;Unha Postiça Autocolantes Sabrina Sato;0;10;0;0;0;0;;;;
7897861936905;Produto;Unha Postiça Sabrina Sato;1,25;5;0;0;Unidade;Sim;Unha;Postiça;Sim;1;24;Sabrina Sato;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;;;Unha;Postiça;Unha Postiça Sabrina Sato;0;5;0;0;0;0;;;;
6902022024016;Produto;Kit Ralador de Pé Yatin Importado;6;10;0;0;Unidade;Sim;Variedade;Ralador de Pé;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Variedade;Ralador de Pé;Kit Ralador de Pé Yatin Importado;0;10;0;0;0;0;;;;
2000000000477;Produto;Kit para Unha Mey 6855265655229;6;10;0;0;Unidade;Sim;Unha;Kit;Sim;1;11;Importado;;;;;Mercadoria para Revenda;82142000;5102;0;2005500;;;Unha;Kit;Kit para Unha Mey 6855265655229;0;10;0;0;0;0;;;;
2000000000281;Produto;Unha Postiça Infantil Love 12 Peças 8955155812072;2,91;7;0;0;Unidade;Sim;Unha;Postiça;Sim;1;1;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça Infantil Love 12 Peças 8955155812072;0;7;0;0;0;0;;;;
8955155812324;Produto;Unha Postiça Importado;0;6;0;0;Unidade;Sim;Unha;Postiça;Sim;1;3;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça Importado;0;6;0;0;0;0;;;;
8955155819125;Produto;Unha Postiça Importado;0;8;0;0;Unidade;Sim;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça Importado;0;8;0;0;0;0;;;;
8955155821166;Produto;Unha Postiça Importado;0;7;0;0;Unidade;Sim;Unha;Postiça;Sim;1;1;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça Importado;0;7;0;0;0;0;;;;
8955155897970;Produto;Unha Postiça Fashion;5,5;10;0;0;Unidade;Sim;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça Fashion;0;10;0;0;0;0;;;;
7897169248793;Produto;Lixa Anatômica para Pé Importado;2,5;5;0;0;Unidade;Sim;Variedade;Lixa para Pé;Sim;1;3;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Variedade;Lixa para Pé;Lixa Anatômica para Pé Importado;0;5;0;0;0;0;;;;
7758258079400;Produto;Unha Postiça 120 PCS D&Z;7;15;0;0;Unidade;Não;Unha;Postiça;Sim;1;0;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça 120 PCS D&Z;0;15;0;0;0;0;;;;
7758258086330;Produto;Unha Postiça 100 Tips D&Z;5,8;10;0;0;Unidade;Sim;Unha;Postiça;Sim;1;8;Importado;;;;;Mercadoria para Revenda;82142000;5102;2;2005500;;;Unha;Postiça;Unha Postiça 100 Tips D&Z;0;10;0;0;0;0;;;;
6929721002015;Produto;Removedor de Cravos Importado;2,69;10;0;0;Unidade;Sim;Skincare;Removedor de Cravo;Sim;1;1;;;;;;Mercadoria para Revenda;82149090;5102;2;2005500;;;Skincare;Removedor de Cravo;Removedor de Cravos Importado;0;10;0;0;0;0;;;;
2000000000468;Produto;Escova de Cabelo Stitch 8634353543642;5;12;0;0;Unidade;Sim;Cabelo;Escova;Sim;1;4;Importado;;;;;Mercadoria para Revenda;96032900;;0;2005700;ESCOVA;Polvo;Cabelo;Escova;Escova de Cabelo Stitch 8634353543642;0;12;0;0;0;0;;;;
2000000000467;Produto;Lenço para Cabelo Bandana;5;10;0;0;Unidade;Sim;Variedade;Variedade;Sim;1;6;Importado;;;;;Mercadoria para Revenda;96032900;;0;2005700;ESCOVA;Polvo;Cabelo;Escova;Lenço para Cabelo Bandana;0;10;0;0;0;0;;;;
6912641641860;Produto;Escova de Limpeza de Cílios Importado;2,5;7;0;0;Unidade;Sim;Cílios;Escova;Sim;1;1;Importado;;;;;Mercadoria para Revenda;96032900;5102;2;2005700;;;Cílios;Escova;Escova de Limpeza de Cílios Importado;0;7;0;0;0;0;;;;
2000000000027;Produto;Escova de Cabelo Raquete Mickey;5,31;10;0;0;Unidade;Sim;Cabelo;Escova;Sim;1;15;Importado;;;;;Mercadoria para Revenda;96032900;5102;0;2005700;ESCOVA;Raquete Mickey;Cabelo;Escova;Escova de Cabelo Raquete Mickey;0;10;0;0;0;0;;;;
2000000000028;Produto;Escova de Cabelo Mágica sem Cabo;1,99;10;0;0;Unidade;Sim;Cabelo;Escova;Sim;1;14;Importado;;;;;Mercadoria para Revenda;96032900;5102;0;2005700;ESCOVA;Mágica s/ Cabo;Cabelo;Escova;Escova de Cabelo Mágica sem Cabo;0;10;0;0;0;0;;;;
2000000000029;Produto;Escova de Cabelo Mágica com Cabo;2,99;10;0;0;Unidade;Sim;Cabelo;Escova;Sim;1;3;Importado;;;;;Mercadoria para Revenda;96032900;5102;0;2005700;ESCOVA;Mágica c/ Cabo;Cabelo;Escova;Escova de Cabelo Mágica com Cabo;0;10;0;0;0;0;;;;
2000000000030;Produto;Escova de Cabelo Polvo;2,99;10;0;0;Unidade;Sim;Cabelo;Escova;Sim;1;9;Importado;;;;;Mercadoria para Revenda;96032900;5102;0;2005700;ESCOVA;Polvo;Cabelo;Escova;Escova de Cabelo Polvo;0;10;0;0;0;0;;;;
2000000000142;Produto;Escova de Cabelo Raquete Tradicional;3,62;10;0;0;Unidade;Sim;Cabelo;Escova;Sim;1;12;Importado;;;;;Mercadoria para Revenda;96032900;5102;0;2005700;;;Cabelo;Escova;Escova de Cabelo Raquete Tradicional;0;10;0;0;0;0;;;;
2000000000078;Produto;Escova para Cílios e Sobrancelha Pacote;3,64;10;0;0;Unidade;Sim;Cílios;Escova;Sim;1;11;Importado;;;;;Mercadoria para Revenda;96032900;5102;0;2005700;;;Cílios;Escova;Escova para Cílios e Sobrancelha Pacote;0;10;0;0;0;0;;;;
2000000000079;Produto;Escova para Cílios e Sobrancelha 6985935620025;0,07;0,5;0;0;Unidade;Sim;Cílios;Escova;Sim;1;0;Importado;;;;;Mercadoria para Revenda;96032900;5102;0;2005700;CÍLIOS;Escova R$ 0,50;Cílios;Escova;Escova para Cílios e Sobrancelha 6985935620025;0;0,5;0;0;0;0;;;;
